일련번호,의료기관명,병상수,소재지,설립구분,개설일자,전화번호,데이터기준일자
216,의료법인청록의료재단신세계요양병원,570,창원시 마산회원구 내서읍 죽암로 89 (신세계요양병원),민간,2013-06-14,055-232-5600,2023-12-31
217,의료법인성인의료재단이에이씨창원요양병원,560,창원시 마산합포구 가포로 652 (덕동동),민간,2013-06-10,055-230-7777,2023-12-31
218,한일요양병원,179,"창원시 마산합포구 남성로 167 (동성동, 한마빌딩)",민간,2013-04-30,055-240-8200,2023-12-31
219,의료법인태산의료재단 큰사랑요양병원,299,창원시 마산회원구 북성로 469 (두척동),민간,2010-11-11,055-600-8000,2023-12-31
220,시립마산요양병원,288,창원시 마산합포구 현동로 15 (우산동),공공,2008-10-30,055-221-2700,2023-12-31
221,의료법인굿모닝의료재단굿모닝요양병원,149,"창원시 마산회원구 봉양로 7 (양덕동, 동방프라자)",민간,2008-01-02,055-259-1000,2023-12-31
222,경희요양병원,183,"창원시 마산합포구 3·15대로 243, 7~11층 (중앙동3가)",민간,2007-10-29,055-245-9988,2023-12-31
223,의료법인승도의료재단메트로요양병원,199,창원시 마산회원구 3·15대로 597 (석전동),민간,2007-09-14,055-299-3900,2023-12-31
224,의료법인석영의료재단효도투석요양병원,99,"창원시 마산회원구 3·15대로 878 (구암동, 효도병원)",민간,2005-02-01,055-292-7575,2023-12-31
225,의료법인정다운사람들의료재단정다운요양병원,265,"창원시 마산회원구 봉양로 160 (봉암동, 정다운요양병원)",민간,2005-01-05,055-255-7777,2023-12-31
226,의료법인영민의료재단소망노인전문병원,144,창원시 마산합포구 무학로 402 (자산동),민간,2012-05-11,055-247-7277,2023-12-31
227,메트로요양병원,199,"창원시 진해구 용원로 37 (용원동, 블루마운틴)",민간,2019-02-28,055-552-0013,2023-12-31
228,참좋은요양병원,145,창원시 진해구 충장로 154 (충무동),민간,2012-02-28,055-541-4500,2023-12-31
229,늘푸른요양병원,214,창원시 진해구 충장로 181 (여좌동),민간,2011-03-14,055-543-7500,2023-12-31
230,용원휴요양병원,200,창원시 진해구 남의로 150 (두동),민간,2011-01-03,055-547-3100,2023-12-31
231,한빛요양병원,289,"진주시 대신로 120, 한빛요양병원 지하2층 2층-9층층 (상평동)",민간,2022-09-07,055-754-9000,2023-12-31
232,진주중앙요양병원,251,"진주시 촉석로 178, 지하1층,지상1~5층 (중안동)",민간,2016-07-15,055-921-9000,2023-12-31
233,의료법인 행복한의료재단 센텀요양병원,354,"진주시 진주대로941번길 8, B1,2,1,3~7층 (강남동, 센텀병원)",민간,2016-03-31,055-795-2200,2023-12-31
234,엠마우스요양병원,331,"진주시 남강로 25 (평거동, 엠마우스요양병원)",민간,2006-08-02,055-749-9000,2023-12-31
235,의료법인 진주의료재단 진주노인요양병원,449,"진주시 문산읍 제곡길98번길 41, 지하1, 1~5층",민간,2004-11-23,055-761-7582,2023-12-31
236,의료법인 목화의료재단 목화요양병원,235,진주시 천수로163번길 25 (망경동),민간,2002-10-25,055-755-7000,2023-12-31
237,충무요양병원,212,통영시 남해안대로 760,민간,2016-09-05,055-640-3000,2023-12-31
238,의료법인 진주의료재단 경남도립통영노인전문병원,270,통영시 도산면 남해안대로 1818,민간,2007-06-11,055-640-1900,2023-12-31
239,의료법인 한림의료재단 효성요양병원,,"통영시 용남면 남해안대로 523, 1,4,5층",민간,2015-10-12,055-646-9700,2023-12-31
240,온요양병원,293,"사천시 사천읍 구암두문로 154-28, 온요양병원",민간,2018-10-31,055-855-8557,2023-12-31
241,의료법인 삼포의료재단 현대요양병원,180,"사천시 각산로 86 (서동, 미진예식장)",민간,2016-01-28,055-834-2345,2023-12-31
242,의료법인 행복한의료재단 경남도립사천노인전문병원,227,사천시 축동면 서삼로 1110-35,공공,2000-07-12,055-794-2900,2023-12-31
243,의료법인 행복한의료재단 사천중앙요양병원,261,"사천시 사천읍 옥산로 127, 3~7층",민간,2012-11-30,055-851-5400,2023-12-31
244,의료법인 덕산의료재단 한마음노인요양병원,283,사천시 향촌4길 127 (향촌동),민간,2012-02-22,055-832-3311,2023-12-31
245,의료법인이은의료재단 이은요양병원,200,김해시 상동면 상동로 194,민간,2021-11-23,055-321-1141,2023-12-31
246,의료법인에스씨의료재단 파크힐요양병원,172,김해시 생림면 인제로 593,민간,2020-04-02,055-337-5000,2023-12-31
247,(의)수의료재단 서청솔요양병원,252,김해시 금관대로1084번길 15 (흥동),민간,2019-02-07,055-310-5500,2023-12-31
248,서종요양병원,200,김해시 김해대로2492번길 54-7 (삼정동),민간,2018-06-11,055-339-0003,2023-12-31
249,의료법인백경의료재단김해강남요양병원,197,김해시 평전로 83 (외동),민간,2017-01-20,055-321-7667,2023-12-31
250,이화수로요양병원,178,김해시 분성로261번길 15 (봉황동),민간,2015-04-13,055-722-7575,2023-12-31
251,의료법인 서원탑의료재단 서원요양병원,184,"김해시 가락로 83, 2,3,4,5층 (서상동)",민간,2014-10-02,055-330-9300,2023-12-31
252,의료법인경빈의료재단 김해센텀요양병원,188,"김해시 구지로 58, 6~10층 (내동)",민간,2014-05-19,055-330-9191,2023-12-31
253,한가족요양병원,289,김해시 전하로 234 (전하동),민간,2012-03-14,055-338-0011,2023-12-31
254,의료법인 오남의료재단 인제요양병원,165,김해시 가야로 210 (삼계동),민간,2012-02-20,055-332-9222,2023-12-31
255,의료법인 문용의료재단 천사요양병원,125,김해시 분성로 433 (삼정동),민간,2011-12-01,055-721-1004,2023-12-31
256,(의)밀성학원의료재단 성모요양병원,250,김해시 김해대로 2479-1 (삼정동),민간,2010-07-27,055-320-2080,2023-12-31
257,의료법인 리드의료재단 다정한요양병원,103,김해시 김해대로 2453 (삼정동),민간,2009-12-31,055-337-2001,2023-12-31
258,의료법인 송파의료재단 가야요양병원,103,김해시 주촌면 이지산단로 155,민간,2009-09-15,055-337-8888,2023-12-31
259,의료법인수의료재단 청솔요양병원,166,김해시 김해대로2529번길 35 (삼정동),민간,2008-12-31,055-310-1000,2023-12-31
260,청보요양병원,67,"김해시 해반천로168번길 38, 3,4층 (삼계동)",민간,2006-12-29,055-314-0008,2023-12-31
261,녹십자요양병원,119,김해시 호계로 416 (부원동),민간,2006-07-12,055-338-3501,2023-12-31
262,(의)환명의료재단 경상남도립김해노인전문병원,199,김해시 김해대로 1814-39 (삼계동),민간,2005-07-12,055-330-2000,2023-12-31
263,의료법인푸른솔의료재단 김해한솔재활요양병원,299,김해시 김해대로 2379 (부원동),민간,2004-04-17,055-329-3340,2023-12-31
264,강민의료재단 나누리요양병원,181,김해시 진례면 진례로74번길 47,민간,2017-11-16,055-342-1101,2023-12-31
265,청담요양병원,219,김해시 진영읍 김해대로 132-1,민간,2015-12-11,055-720-2222,2023-12-31
266,의료법인신화성의료재단 장유요양병원,299,"김해시 번화1로56번길 19, 2,4~11층 (대청동)",민간,2014-02-12,055-321-0000,2023-12-31
267,사단법인한국경로복지회 우리요양병원,135,"김해시 대청로210번길 24, 장유엔트로빌딩 7,8,9층 (대청동)",민간,2011-12-08,055-339-7300,2023-12-31
268,재단법인그루터기장유은혜요양병원,139,"김해시 금관대로 592, 2~5층 (무계동)",민간,2011-11-18,055-723-3100,2023-12-31
269,대민의료생활협동조합 온세상요양병원,109,김해시 대청로210번길 12-23 (대청동),민간,2010-06-01,055-322-8275,2023-12-31
270,의료법인만전의료재단장유효요양병원,72,"김해시 능동로155번길 10-15, 새미래네오피아 4층 (부곡동)",민간,2007-08-22,055-314-1250,2023-12-31
271,의료법인한솔의료재단 한서재활요양병원,292,김해시 진영읍 진영로454번길 102-10,민간,2007-07-02,055-346-1222,2023-12-31
272,의료법인하은의료재단 장유제일요양병원,168,"김해시 번화1로79번길 4, 다인메디컬센타 (대청동)",민간,2007-05-07,055-311-8600,2023-12-31
273,의료법인 영남루의료재단 갤러리의아침요양병원,141,밀양시 내이신촌1길 14(내이동),민간,2017-09-01,055-352-2006,2023-12-31
274,의료법인 행복한의료재단 숲속요양병원,150,밀양시 단장면 동화2길 36-59,민간,2010-10-12,055-356-6119,2023-12-31
275,의료법인 은성의료재단 좋은연인요양병원,98,밀양시 삼랑진읍 천태로 355-99,민간,2009-12-01,055-350-9988,2023-12-31
276,희윤요양병원,235,밀양시 부북면 춘화로 60,민간,2009-05-12,055-355-0007,2023-12-31
277,의료법인 영민의료재단 밀양요양병원,285,밀양시 용평로 6길 8(용평동),민간,2023-11.10.,055-355-5599,2023-12-31
278,거제요양병원,200,거제시 거제대로 2975(장승포동),민간,2015-12-14,055-682-5555,2023-12-31
279,굿뉴스요양병원,291,거제시 거제면 거제남서로 3554,민간,2005-12-30,055-634-0675,2023-12-31
280,맑은숨요양병원,42,양산시 탑골길 310(용당동),민간,2021-07-09,055-363-5002,2023-12-31
281,풍경요양병원,84,"양산시 하북면 양산대로 2634, 지하1, 1~4층",민간,2020-10-12,055-387-8868,2023-12-31
282,우리요양병원,280,"양산시 물금읍 황산로 356, 7,8,9층",민간,2020-06-03,055-912-9900,2023-12-31
283,평심요양병원,192,"양산시 하북면 신평로 37, 2~6층",민간,2016-06-21,055-800-7090,2023-12-31
284,새웅상요양병원,150,양산시 서창동1길 7 (삼호동),민간,2014-11-04,055-386-6370,2023-12-31
285,양산서울요양병원,363,"양산시 삼성7길 11-14 (북정동, 1층 일부, 2~9층)",민간,2014-04-23,055-364-1000,2023-12-31
286,의료법인 인경의료재단 홍익요양병원,485,양산시 북안남6길 6 (북부동),민간,2012-10-30,055-364-7565,2023-12-31
287,유성요양병원,177,"양산시 삼일로 75 (북부동, 지하1층,1층일부,3-7층)",민간,2011-03-14,055-363-1111,2023-12-31
288,양산중앙요양병원,150,양산시 장터4길 6-9 (중부동),민간,2011-01-05,055-383-7582,2023-12-31
289,현대요양병원,107,양산시 상북면 대석1길 58,민간,2008-09-19,055-375-0600,2023-12-31
290,신세계요양병원,242,양산시 월라2길 45 (덕계동),민간,2008-06-05,055-365-6666,2023-12-31
291,경상남도립양산노인전문병원,214,양산시 상북면 양산대로 1870-64,공공,2005-07-13,055-375-7275,2023-12-31
292,혜인요양병원,217,양산시 웅상대로 955 (평산동),민간,2002-12-30,055-385-7551,2023-12-31
293,의령군립노인전문병원,143,의령군 부림면 대한로 1655,공공,2011-10-05,055-574-0009,2023-12-31
294,새롬재활요양병원,541,함안군 칠원읍 예곡1길 13,민간,2010-11-04,055-587-5870,2023-12-31
295,함안요양병원,199,함안군 칠원읍 용산2길 45-13,민간,2013-10-08,055-586-5009,2023-12-31
296,소명요양병원(휴업),,함안군 칠원읍 용산2길 45-15,민간,2015-12-14,055-589-5700,2023-12-31
297,의료법인창녕성산의료재단창녕효요양병원,,창녕군 대지면 효정직교길 119,민간,2022-06-13,055-530-8800,2023-12-31
298,의료법인 동림의료재단 로얄힐스요양병원,178,창녕군 부곡면 온천로 486,민간,2019-02-25,055-536-9000,2023-12-31
299,프라임요양병원,197,"창녕군 고암면 상대2길 16, 더케이서드에이지",민간,2018-03-16,055-806-8600,2023-12-31
300,의료법인 창녕서울의료재단 창녕서울요양병원,141,창녕군 창녕읍 창녕대로 122,민간,2016-11-04,055-806-7100,2023-12-31
301,의료법인창녕성산의료재단 영산요양병원(휴업),199,창녕군 영산면 영산도천로 430,민간,2014-03-07,055-520-6000,2023-12-31
302,남지요양병원,227,창녕군 남지읍 동포로 15,민간,2007-01-12,055-526-0140,2023-12-31
303,의료법인 케이엔의료재단 경남요양병원,138,창녕군 남지읍 남지중앙로 45,민간,2006-05-24,055-526-3355,2023-12-31
304,의료법인 경림의료재단 고성요양병원,199,고성군 고성읍 남해안대로 2607,민간,2016-10-04,055-672-3100,2023-12-31
305,의료법인 수영의료재단 고성제일요양병원,186,고성군 고성읍 남해안대로 2514,민간,2016-06-01,055-804-8000,2023-12-31
306,남해군립노인전문병원,95,남해군 남해읍 화전로 ,공공,2008-05-02,055-864-2201,2023-12-31
307,다온자연요양병원,94,하동군 북천면 옥단로 515,민간,2016-07-20,055-883-0001,2023-12-31
308,효경요양병원(휴업),,하동군 옥종면 옥수로 15,민간,2017-09-15,055-883-4151,2023-12-31
309,산청요양병원,199,산청군 금서면 친환경로2605번길 69,민간,2019-06-05,055-983-1000,2023-12-31
310,성은효요양병원,122,거창군 거창읍 거창대로 55 (성은주상복합빌딩),민간,2016-01-29,055-945-2228,2023-12-31
311,의료법인아람의료재단덕유산자연사랑요양병원,199,거창군 거창읍 거안로 1266-77,민간,2014-09-01,055-944-5555,2023-12-31
312,거창군립 노인요양병원,126,거창군 거창읍 운정3길 180,민간,2006-01-02,055-943-3333,2023-12-31
313,합천고려요양병원,150,"합천군 대양면 대야로 737-20, 1호",민간,2018-07-12,055-933-1008,2023-12-31
314,합천요양병원,178,합천군 합천읍 신소양2길 40,민간,2015-10-01,055-933-3400,2023-12-31
315,국립마산병원,354,"창원시 마산합포구 가포로 215 (가포동, 국립마산병원)",공공,1946-06-01,055-246-1141,2023-12-31
316,희연재활병원,290,"창원시 성산구 원이대로393번길 25, 희연빌딩 1층일부, 4~5층일부, 6층, 지하1~2층일부호 (반지동)",민간,2020-12-14,055-270-2500,2023-12-31
317,예손재활의학과병원,98,진주시 진주대로 839 (주약동),민간,2008-05-06,055-791-7575,2023-12-31
318,의료법인희원의료재단 래봄병원,199,김해시 분성로 202 (외동),민간,2017-11-23,055-817-7000,2023-12-31
319,의료법인한길사랑의료재단현대사랑병원,296,창원시 마산합포구 진북면 동삼길 314-25,민간,2011-07-06,055-240-8070,2023-12-31
320,의료법인예경의료재단예경병원,274,"창원시 마산합포구 중앙서1길 25 (대성동2가, 예경노인병원)",민간,2002-08-21,055-249-5555,2023-12-31
321,의료법인청아의료재단동서병원,711,창원시 마산회원구 내서읍 호원로 265 (동서병원),민간,1983-06-03,055-230-1800,2023-12-31
322,동양의료재단연세사랑병원,296,창원시 진해구 행암로 76 (장천동),민간,2009-01-13,055-540-7700,2023-12-31
323,의료법인진주의료재단진주성남병원,299,진주시 문산읍 문산로 831,민간,2005-05-16,055-759-9500,2023-12-31
324,의료법인 진주의료재단 새진주정신병원,299,"진주시 문산읍 제곡길98번길 36, 지하1, 1~4층",민간,2003-01-21,055-761-7582,2023-12-31
325,의료법인 진주의료재단 진주정신병원,350,진주시 문산읍 제곡길98번길 49-6,민간,1996-07-09,055-761-7582,2023-12-31
326,의료법인 통영의료재단 통영정신병원,246,통영시 도산면 남해안대로 1820,민간,2008-02-29,055-640-1988,2023-12-31
327,의료법인 두암의료재단사천동희병원,232,사천시 사천읍 구암두문로 74,민간,2013-11-11,055-852-2250,2023-12-31
328,의료법인 덕산의료재단 한마음병원,369,"사천시 향촌4길 127 (향촌동, 한마음병원)",민간,1985-05-25,055-832-3311,2023-12-31
329,의료법인 순영의료재단 순영병원,178,사천시 축동면 서삼로 1110-35,민간,1996-04-26,055-854-6000,2023-12-31
330,의료법인경산의료재단 해광병원,202,김해시 김해대로2492번길 54-28 (삼정동),민간,2019-11-19,055-311-1678,2023-12-31
331,한사랑병원,243,김해시 강동로 65 (강동),민간,2008-06-30,055-722-7000,2023-12-31
332,(의)동남의료재단 동남병원,401,김해시 가야로51번길 42 (삼계동),민간,1998-04-20,055-331-0454,2023-12-31
333,장유누가병원,299,김해시 대청로104번길 80-1 (대청동),민간,2000-12-09,055-314-5604,2023-12-31
334,밀양우리병원,181,밀양시 중앙로 114(가곡동),민간,2020-08-21,055-355-8100,2023-12-31
335,21C한일병원,240,거제시 사등면 지석로 70,민간,2008-04-29,055-634-0900,2023-12-31
336,아람병원,299,양산시 덕계2길 11-15 (덕계동),민간,2004-02-06,055-364-0078,2023-12-31
337,노아병원,291,양산시 상북면 수서로 349-17,민간,1999-12-31,055-912-0000,2023-12-31
338,덕계성심병원,241,"양산시 월라2길 45, 덕계성심병원 (덕계동)",민간,1999-08-06,055-365-7575,2023-12-31
